Create_time,Create_year,Create_month,Create_day,Create_hour,Likes,Comments,Saves,Views,Shares,Duration(sec),Video Height,Video Width
2022-09-10 16:07:46,2022,9,10,16,1373,2,3,322700,6,5,1024,576
2022-09-10 15:31:03,2022,9,10,15,4309,7,26,281900,1,37,1280,720
2022-09-10 15:00:00,2022,9,10,15,3379,5,12,223100,6,37,1280,720
2022-09-10 14:16:26,2022,9,10,14,21800,98,52,2300000,38,8,1024,576
2022-09-10 14:00:00,2022,9,10,14,5295,19,48,306200,14,80,1556,720
2022-09-10 12:20:00,2022,9,10,12,393,0,7,51500,1,44,1280,720
2022-09-10 11:50:00,2022,9,10,11,11700,27,63,914200,22,47,1280,720
2022-09-10 09:47:21,2022,9,10,9,13700,10,27,925700,8,57,1024,576
2022-09-09 17:53:08,2022,9,9,17,16700,19,62,1700000,26,34,1024,576
2022-09-09 16:30:00,2022,9,9,16,15700,12,43,1700000,22,71,1280,720
2022-09-09 16:00:01,2022,9,9,16,57200,120,937,3500000,422,58,1280,720
2022-09-09 14:00:01,2022,9,9,14,14400,24,40,1800000,13,29,1280,720
2022-09-09 11:30:01,2022,9,9,11,50800,1842,423,3400000,124,25,1024,576
2022-09-09 10:52:46,2022,9,9,10,3010,7,7,349600,1,12,1024,576
2022-09-08 19:00:01,2022,9,8,19,22200,17,203,853300,41,58,1280,720
2022-09-08 15:51:58,2022,9,8,15,3969,6,8,442500,2,37,1280,720
2022-09-08 10:51:24,2022,9,8,10,11200,16,36,908300,25,44,1280,720
2022-09-07 20:32:50,2022,9,7,20,17300,27,35,689500,11,48,854,480
2022-09-07 19:00:00,2022,9,7,19,26800,96,129,1600000,154,46,854,480
2022-09-07 13:39:58,2022,9,7,13,124,1,5,5684,0,41,1280,720
2022-09-07 13:18:31,2022,9,7,13,5300,8,10,240700,4,48,1024,576
2022-09-06 18:04:41,2022,9,6,18,5624,63,31,2600000,21,15,1024,576
2022-09-06 16:00:00,2022,9,6,16,66,1,4,3869,0,21,1024,576
2022-09-06 14:57:06,2022,9,6,14,14000,26,89,625500,15,55,1280,720
2022-09-05 14:08:16,2022,9,5,14,27800,20,201,1300000,34,50,1280,720
2022-09-05 09:00:00,2022,9,5,9,38000,1978,226,2500000,68,17,1280,720
2022-09-04 10:30:00,2022,9,4,10,6217,7,34,326400,10,33,1280,720
2022-09-04 07:00:01,2022,9,4,7,47100,57,157,2800000,42,52,1024,576
2022-09-03 15:00:00,2022,9,3,15,3435,0,10,173100,7,21,1024,576
2022-09-03 12:12:14,2022,9,3,12,3684,37,19,269700,15,13,1024,576
2022-09-02 15:56:18,2022,9,2,15,55000,2444,336,2600000,75,32,1280,720
2022-09-02 10:59:30,2022,9,2,10,17100,23,48,879700,16,36,1280,720
2022-09-01 17:40:07,2022,9,1,17,9156,28,20,857100,15,15,1024,576
2022-09-01 12:26:15,2022,9,1,12,47600,51,104,2600000,80,72,854,480
2022-08-31 19:00:01,2022,8,31,19,29200,79,121,1500000,38,66,1024,576
2022-08-31 16:39:49,2022,8,31,16,13900,5,17,925400,21,44,1024,576
2022-08-31 09:00:00,2022,8,31,9,18600,69,37,719500,18,28,960,544
2022-08-29 20:00:00,2022,8,29,20,12600,23,43,537400,24,10,1024,576
2022-08-29 18:30:00,2022,8,29,18,21200,63,57,700100,19,36,1024,576
2022-08-29 15:37:21,2022,8,29,15,5370,46,16,243600,7,44,1024,576
2022-08-29 13:07:26,2022,8,29,13,42800,33,88,2300000,84,58,1024,576
2022-08-28 08:00:00,2022,8,28,8,22100,338,112,799700,41,25,1024,576
2022-08-27 09:38:14,2022,8,27,9,18500,29,116,447800,22,34,1280,720
2022-08-26 14:53:02,2022,8,26,14,9010,8,12,375500,3,44,1024,576
2022-08-26 12:55:38,2022,8,26,12,12100,22,29,462200,16,9,1024,576
2022-08-26 10:38:25,2022,8,26,10,56500,248,604,1300000,85,44,1024,576
2022-08-25 11:00:00,2022,8,25,11,20200,21,68,670500,12,36,1024,576
2022-08-25 09:00:01,2022,8,25,9,73,4,6,2115,5,15,1024,576
2022-08-24 16:25:59,2022,8,24,16,22700,781,67,805400,27,46,1280,720
2022-08-23 16:00:05,2022,8,23,16,85,2,3,4108,0,44,1024,576
2022-08-23 10:20:15,2022,8,23,10,39200,51,155,1000000,42,55,1560,720
2022-08-22 16:07:35,2022,8,22,16,10700,68,23,505900,9,15,1024,576
2022-08-20 12:05:00,2022,8,20,12,31400,84,367,866600,90,54,1024,576
2022-08-19 13:52:41,2022,8,19,13,6688,69,22,163300,4,9,1024,576
2022-08-19 12:01:15,2022,8,19,12,24100,33,100,846900,22,53,1280,720
2022-08-18 11:41:18,2022,8,18,11,13300,486,66,1800000,22,11,1024,576
2022-08-18 10:06:15,2022,8,18,10,9009,9,22,498300,11,34,1024,576
2022-08-18 10:00:13,2022,8,18,10,7780,130,46,148700,2,26,1280,720
2022-08-17 10:19:51,2022,8,17,10,5571,173,24,330000,10,10,1024,576
2022-08-17 09:37:46,2022,8,17,9,18800,862,85,913100,32,10,1024,576
2022-08-16 11:58:19,2022,8,16,11,4090,500,33,359200,17,12,1016,576
2022-08-16 09:41:35,2022,8,16,9,13500,13,69,327400,15,67,1280,720
2022-08-14 11:01:05,2022,8,14,11,12800,37,60,422000,35,52,1024,576
2022-08-12 09:59:35,2022,8,12,9,7032,1349,40,525600,30,13,1024,576
2022-08-11 13:47:05,2022,8,11,13,5935,34,12,242300,6,16,1024,576
2022-08-10 13:48:54,2022,8,10,13,18900,289,118,627300,37,16,1024,576
2022-08-10 09:44:09,2022,8,10,9,27600,181,78,768500,52,54,1280,720
2022-08-09 13:00:00,2022,8,9,13,19700,22,104,509500,26,58,1024,576
2022-08-06 19:00:01,2022,8,6,19,13000,32,44,518800,35,52,1024,576
2022-08-06 08:00:00,2022,8,6,8,17500,44,129,366800,25,55,1024,576
2022-08-04 16:39:43,2022,8,4,16,21500,932,69,668000,43,13,1024,576
2022-08-04 09:31:41,2022,8,4,9,50000,120,244,727600,33,41,1024,576
2022-08-03 09:09:29,2022,8,3,9,6592,16,29,135500,12,33,1280,720
2022-08-01 13:55:15,2022,8,1,13,3742,292,30,96700,7,15,1022,576
2022-08-01 11:10:51,2022,8,1,11,24600,470,81,742800,39,14,1280,720
2022-07-30 10:35:58,2022,7,30,10,3818,74,124,60000,21,57,1024,576
2022-07-29 09:00:01,2022,7,29,9,177,5,2,5427,2,60,1024,576
2022-07-28 15:25:40,2022,7,28,15,1361,36,58,28200,5,45,1280,720
2022-07-27 18:45:51,2022,7,27,18,236,17,8,7268,1,49,930,480
2022-07-27 15:55:02,2022,7,27,15,15100,252,114,4300000,88,12,854,480
2022-07-26 13:58:03,2022,7,26,13,198,16,2,3271,1,54,1024,576
2022-07-23 13:40:09,2022,7,23,13,7854,16,19,189100,15,27,1024,576
2022-07-23 12:00:00,2022,7,23,12,12200,18,38,217100,22,11,1024,576
2022-07-22 12:58:22,2022,7,22,12,23700,3553,195,676800,60,10,1022,576
2022-07-21 18:16:29,2022,7,21,18,7096,16,20,82000,11,35,1024,576
2022-07-21 16:40:06,2022,7,21,16,336,8,12,8338,0,65,1280,720
2022-07-21 16:26:52,2022,7,21,16,310,5,10,9008,1,59,1024,576
2022-07-19 20:00:01,2022,7,19,20,4430,7,32,75500,2,55,1024,576
2022-07-18 15:49:07,2022,7,18,15,5000,542,67,228400,14,9,1022,576
2022-07-18 13:21:48,2022,7,18,13,1378,48,24,40300,8,51,1024,576
2022-07-15 19:58:36,2022,7,15,19,417,18,6,12500,1,34,1024,576
2022-07-14 16:46:28,2022,7,14,16,222,4,5,7377,0,15,1024,576
2022-07-14 11:36:02,2022,7,14,11,292,4,4,8008,0,59,1024,576
2022-07-14 11:32:39,2022,7,14,11,489,5,13,11400,1,57,1024,576
2022-07-14 11:29:01,2022,7,14,11,82400,562,369,2600000,58,35,852,480
2022-07-14 11:23:14,2022,7,14,11,922,3,21,24100,3,45,1024,576
2022-07-14 11:15:52,2022,7,14,11,170,2,6,5506,0,55,1024,576
2022-07-12 18:02:08,2022,7,12,18,311,3,8,9887,4,56,1024,576
2022-07-11 22:20:35,2022,7,11,22,217,2,4,7085,1,35,1024,576
2022-07-11 22:17:47,2022,7,11,22,30100,42,91,667700,69,35,1024,576
2022-07-11 22:16:27,2022,7,11,22,2000,4,18,28000,0,51,854,480
2022-07-11 10:51:31,2022,7,11,10,20000,229,87,386900,16,37,1280,720
2022-07-09 09:30:00,2022,7,9,9,285,20,6,7454,9,15,1024,576
2022-07-08 16:09:35,2022,7,8,16,48400,4840,310,1900000,105,10,1024,576
2022-07-08 10:44:28,2022,7,8,10,278,5,10,9033,3,35,1130,576
2022-07-08 10:32:16,2022,7,8,10,2234,2,18,26400,2,36,1024,576
2022-07-08 10:08:02,2022,7,8,10,1432,2,8,21400,2,44,1024,576
2022-07-08 09:45:00,2022,7,8,9,349,2,5,7952,0,57,1024,576
2022-07-06 11:18:48,2022,7,6,11,1248,2,8,87800,4,39,1024,576
2022-07-06 11:15:23,2022,7,6,11,2815,3,26,311400,13,41,1024,576
2022-07-06 11:12:03,2022,7,6,11,10300,32,60,549700,8,35,1024,576
2022-07-05 22:06:29,2022,7,5,22,19800,19,31,290900,25,39,1024,576
2022-07-05 22:00:09,2022,7,5,22,1106,3,5,17600,4,44,1024,576
2022-07-05 21:48:34,2022,7,5,21,56500,93,129,1400000,124,59,1280,720
2022-07-04 12:00:00,2022,7,4,12,173,13,9,6788,0,22,1024,576
2022-07-04 11:00:00,2022,7,4,11,332,23,13,9709,0,25,1280,720
2022-07-04 09:52:27,2022,7,4,9,15200,37,78,2000000,17,59,1024,576
2022-07-03 23:00:00,2022,7,3,23,91000,141,445,2000000,92,55,1024,576
2022-07-03 15:00:00,2022,7,3,15,52400,60,294,1200000,51,45,1024,576
2022-07-03 09:15:00,2022,7,3,9,2252,113,73,38900,34,35,1024,576
2022-07-01 14:00:23,2022,7,1,14,47000,430,226,1800000,169,22,1024,576
2022-07-01 13:54:54,2022,7,1,13,82600,98,428,1900000,96,42,1280,720
2022-06-29 13:16:33,2022,6,29,13,9089,117,28,231800,21,56,854,480
2022-06-29 13:14:31,2022,6,29,13,20500,62,54,333100,17,52,1280,720
2022-06-28 15:26:38,2022,6,28,15,23200,75,84,506100,49,60,1024,576
2022-06-27 12:22:43,2022,6,27,12,2187,44,23,57700,4,6,1024,576
2022-06-27 12:05:27,2022,6,27,12,198100,300,646,2600000,138,58,1024,576
2022-06-27 12:00:47,2022,6,27,12,16100,162,108,308300,21,30,1280,720
2022-06-24 11:09:05,2022,6,24,11,483,101,16,13200,5,30,1024,576
2022-06-24 00:23:39,2022,6,24,0,60500,208,230,1200000,85,59,854,480
2022-06-24 00:22:06,2022,6,24,0,14200,55,36,323600,18,40,1280,720
2022-06-22 23:27:13,2022,6,22,23,8250,180,38,272200,5,25,1556,720
2022-06-21 22:03:45,2022,6,21,22,33100,87,62,644600,75,56,1024,576
2022-06-21 21:58:06,2022,6,21,21,31700,45,82,996200,24,48,1280,720
2022-06-20 23:26:48,2022,6,20,23,38600,2608,184,1700000,73,9,1024,576
2022-06-20 18:00:20,2022,6,20,18,2960,195,29,52000,2,59,1280,720
2022-06-19 21:45:37,2022,6,19,21,4153,699,51,126200,10,9,1024,576
2022-06-16 18:37:34,2022,6,16,18,13800,197,96,306500,61,50,1024,576
2022-06-16 09:25:16,2022,6,16,9,155800,2390,390,7200000,120,59,1024,576
2022-06-15 11:56:55,2022,6,15,11,41800,645,199,1400000,37,61,1024,576
2022-06-14 16:42:47,2022,6,14,16,9523,594,162,666400,37,60,854,480
2022-06-14 14:22:46,2022,6,14,14,61300,165,343,2000000,153,60,1024,576
2022-06-14 14:03:12,2022,6,14,14,7884,98,336,171100,41,52,1024,576
2022-06-14 13:55:48,2022,6,14,13,52000,155,74,1300000,73,40,1024,576
2022-06-14 13:28:51,2022,6,14,13,113000,8083,573,4900000,159,68,1024,576
2022-06-14 13:17:59,2022,6,14,13,1391,339,43,38900,4,56,1024,576
2022-06-14 13:10:44,2022,6,14,13,157000,1737,767,5800000,249,42,1024,576
2022-06-14 02:19:23,2022,6,14,2,132900,14700,610,5900000,260,7,1024,576
2022-06-14 01:47:51,2022,6,14,1,63600,5085,215,2300000,75,8,1024,576
2022-06-13 16:56:12,2022,6,13,16,27700,1823,96,1000000,37,61,1024,576
2022-06-13 14:18:46,2022,6,13,14,65300,14200,398,6100000,203,59,1024,576
2022-06-12 16:04:48,2022,6,12,16,34500,3402,234,1400000,22,55,1024,576
2022-06-12 15:48:10,2022,6,12,15,1335,223,21,29700,0,60,1024,576
2022-06-10 16:49:07,2022,6,10,16,13000,2284,106,326700,39,60,1024,576
2022-06-10 16:33:26,2022,6,10,16,41100,295,189,1600000,51,59,1024,576
2022-06-10 14:23:16,2022,6,10,14,58600,10800,414,4000000,152,60,1024,576
2022-06-10 00:22:33,2022,6,10,0,5375,253,68,197000,12,59,1024,576
2022-06-10 00:16:47,2022,6,10,0,857,63,25,17500,0,126,1024,576
2022-06-10 00:10:20,2022,6,10,0,3119,42,20,60400,4,59,1024,576
2022-06-09 01:18:35,2022,6,9,1,112800,19500,599,11000000,277,23,1024,576
2022-06-08 21:18:03,2022,6,8,21,5505,45,22,126500,7,13,1024,576
2022-06-08 18:40:55,2022,6,8,18,7829,40,43,243700,19,59,1024,576
2022-06-08 18:35:46,2022,6,8,18,13200,361,142,725600,37,58,1024,576
2022-06-08 17:08:22,2022,6,8,17,561,399,26,15000,7,34,1024,576
2022-06-08 16:52:16,2022,6,8,16,636,88,21,20500,4,48,1024,576
2022-06-08 16:40:24,2022,6,8,16,8603,37,23,1900000,8,111,1024,576
2022-06-08 16:20:17,2022,6,8,16,25000,41,56,1100000,39,15,1028,576
2022-06-08 15:02:07,2022,6,8,15,29900,87,134,1100000,55,59,1024,576
2022-06-08 00:26:00,2022,6,8,0,9068,28,35,224900,2,57,1024,576
2022-06-08 00:21:07,2022,6,8,0,80800,111,210,1900000,62,59,1024,576
2022-06-08 00:17:06,2022,6,8,0,539,23,19,13200,3,95,1024,576
2022-06-08 00:07:37,2022,6,8,0,9655,32,55,2100000,28,236,1024,576
2022-06-07 17:57:37,2022,6,7,17,7449,27,23,1300000,7,100,1024,576
2022-06-07 17:53:55,2022,6,7,17,71400,155,116,1700000,57,56,1024,576
2022-06-07 17:46:26,2022,6,7,17,15300,32,21,355600,17,61,1024,576
2022-06-07 17:03:51,2022,6,7,17,2323,20,8,61700,3,60,1024,576
2022-06-06 18:06:54,2022,6,6,18,3013,23,25,62900,4,56,1024,576
2022-06-06 16:46:36,2022,6,6,16,7561,32,130,219100,19,29,1024,576
2022-06-06 15:12:19,2022,6,6,15,3120,17,11,77200,11,19,1024,576
2022-06-06 14:38:52,2022,6,6,14,295,17,11,7627,0,90,1024,576
2022-06-06 09:06:08,2022,6,6,9,321,19,10,10600,7,20,1024,576
2022-06-05 14:26:49,2022,6,5,14,23500,66,72,6500000,38,47,1024,576
2022-06-05 14:24:32,2022,6,5,14,1843,17,21,546800,10,88,1024,576
2022-06-05 14:19:27,2022,6,5,14,13900,35,44,1900000,17,80,1024,576
2022-06-05 14:15:54,2022,6,5,14,22800,109,40,5100000,54,94,1024,576
2022-06-05 13:58:19,2022,6,5,13,10500,78,24,1100000,33,59,1024,576
2022-06-05 10:07:15,2022,6,5,10,22200,44,136,5000000,72,45,1024,576
2022-06-05 09:42:02,2022,6,5,9,634,11,12,93000,2,53,1090,576
2022-06-05 09:31:45,2022,6,5,9,2596,31,21,1200000,11,42,1024,576
2022-06-05 09:26:01,2022,6,5,9,7884,46,57,2100000,38,64,1024,576
2022-06-05 09:08:22,2022,6,5,9,375,20,17,11000,3,55,1024,576
2022-06-05 08:53:23,2022,6,5,8,258,11,10,8310,0,84,1024,576
2022-06-04 23:27:44,2022,6,4,23,594,10,9,231100,4,34,1024,576
2022-06-04 22:52:52,2022,6,4,22,348,20,6,42400,0,59,1024,576
2022-06-04 22:43:40,2022,6,4,22,46200,57,89,6500000,41,94,1024,576
2022-06-04 22:26:33,2022,6,4,22,1751,13,9,476600,2,18,1024,576
2022-06-04 22:18:18,2022,6,4,22,19600,41,51,4500000,20,59,1024,576
2022-06-04 20:00:00,2022,6,4,20,201700,493,906,8600000,477,40,1024,576
2022-06-04 20:00:00,2022,6,4,20,493,14,16,13700,4,41,1024,576
2022-06-04 20:00:00,2022,6,4,20,622,7,26,17900,4,49,1024,576
2022-06-04 13:16:52,2022,6,4,13,379,15,16,9899,0,51,1024,576
2022-06-03 23:06:50,2022,6,3,23,341,11,7,10500,4,28,1280,720
2022-06-03 19:40:26,2022,6,3,19,141300,543,214,11500000,188,7,1024,576
2022-06-02 22:19:22,2022,6,2,22,7783,24,21,326100,16,52,1024,576
2022-06-02 21:53:14,2022,6,2,21,25800,33,67,945800,43,53,854,480
2022-06-01 22:21:44,2022,6,1,22,131300,613,287,4900000,333,14,1024,576
2022-06-01 16:56:05,2022,6,1,16,8520,15,21,455600,7,27,1052,576
2022-06-01 16:45:58,2022,6,1,16,111600,570,929,5300000,271,43,1024,576
2022-06-01 16:41:24,2022,6,1,16,28500,29,28,743300,11,48,1024,576
2022-06-01 16:38:43,2022,6,1,16,64100,113,130,2800000,95,29,1024,576
2022-06-01 16:35:49,2022,6,1,16,33600,274,115,2100000,42,35,1024,576
2022-05-31 16:17:49,2022,5,31,16,15900,65,38,3300000,43,15,1024,576
2022-05-31 15:55:26,2022,5,31,15,72200,155,235,3800000,98,18,1024,576
2022-05-30 21:25:44,2022,5,30,21,9534,21,33,1500000,19,42,1024,576
2022-05-30 11:14:40,2022,5,30,11,443,7,5,17100,12,20,1280,720
2022-05-30 10:47:29,2022,5,30,10,12100,85,42,396700,18,41,1244,576
2022-05-30 10:12:04,2022,5,30,10,16900,244,52,497000,13,6,1024,576
2022-05-29 22:19:01,2022,5,29,22,7931,44,58,457000,28,38,1024,576
2022-05-29 22:16:05,2022,5,29,22,4655,22,45,261300,27,49,1024,576
2022-05-29 14:19:11,2022,5,29,14,55500,134,151,3900000,139,60,1024,576
2022-05-28 21:39:36,2022,5,28,21,306,36,10,10200,11,15,1024,576
2022-05-28 13:43:59,2022,5,28,13,11000,24,95,332600,20,50,1024,576
2022-05-28 12:23:59,2022,5,28,12,423,4,8,15100,16,22,1024,576
2022-05-27 18:07:19,2022,5,27,18,168100,770,439,5600000,116,47,1024,576
2022-05-27 16:59:30,2022,5,27,16,322,11,5,10800,3,43,1280,720
2022-05-27 16:15:24,2022,5,27,16,17200,1644,84,1200000,40,7,1028,576
2022-05-27 15:23:16,2022,5,27,15,229300,22900,1151,13900000,624,8,1024,576
2022-05-26 21:35:41,2022,5,26,21,501300,1052,1354,19600000,1497,17,1024,576
2022-05-26 21:16:42,2022,5,26,21,22500,14,35,4200000,36,20,1024,576
2022-05-26 21:08:35,2022,5,26,21,27100,28,46,5400000,44,20,1024,576
2022-05-24 13:01:19,2022,5,24,13,5051,13,37,299800,17,42,1024,576
2022-05-24 10:33:23,2022,5,24,10,22000,80,193,832000,44,28,1024,576
2022-05-23 16:51:53,2022,5,23,16,59400,484,1035,1600000,256,15,1024,576
2022-05-23 14:31:35,2022,5,23,14,178300,15400,818,10900000,350,6,1024,576
2022-05-23 11:47:41,2022,5,23,11,2372,50,13,67500,6,25,1024,576
2022-05-21 15:43:28,2022,5,21,15,41200,88,411,1200000,122,60,1024,576
2022-05-21 15:36:11,2022,5,21,15,191900,268,511,5800000,307,60,1024,576
2022-05-20 17:25:38,2022,5,20,17,179300,17900,882,12200000,423,7,1024,576
2022-05-20 09:46:46,2022,5,20,9,8678,60,16,402300,34,15,1024,576
2022-05-19 13:16:28,2022,5,19,13,7085,15,56,203700,15,59,1024,576
2022-05-19 11:14:38,2022,5,19,11,362300,1234,928,11400000,562,35,1024,576
2022-05-17 17:32:17,2022,5,17,17,17500,107,56,645200,65,35,1244,576
2022-05-16 17:59:21,2022,5,16,17,8509,1662,74,584600,26,7,992,576
2022-05-16 14:41:30,2022,5,16,14,71700,7866,456,3700000,126,7,1024,576
2022-05-15 20:10:43,2022,5,15,20,11600,17,27,414800,36,50,1024,576
2022-05-15 20:06:15,2022,5,15,20,18600,27,137,776400,48,50,1024,576
2022-05-13 17:02:23,2022,5,13,17,287500,516,494,7000000,278,29,1024,576
2022-05-12 15:04:56,2022,5,12,15,4542,80,40,101900,10,30,1024,576
2022-05-12 01:01:56,2022,5,12,1,27200,647,119,1500000,57,7,1024,576
2022-05-11 10:11:52,2022,5,11,10,4667,13,18,188700,21,44,1024,576
2022-05-09 22:16:17,2022,5,9,22,119300,7925,641,4700000,165,8,1024,576
2022-05-08 22:42:05,2022,5,8,22,17600,318,142,564400,51,59,1024,576
2022-05-07 19:07:15,2022,5,7,19,35900,23,73,1400000,60,59,1024,576
2022-05-05 22:33:31,2022,5,5,22,77800,873,657,1700000,157,60,1024,576
2022-05-05 18:33:47,2022,5,5,18,324400,602,1506,8100000,537,50,1024,576
2022-05-04 15:28:15,2022,5,4,15,345,8,8,11800,1,85,1024,576
2022-05-04 13:50:43,2022,5,4,13,313200,2190,1047,12600000,511,60,1024,576
2022-05-04 09:49:04,2022,5,4,9,340,6,9,11300,1,45,1024,576
2022-04-29 23:16:52,2022,4,29,23,36300,86,355,1100000,96,22,1024,576
2022-04-25 23:56:19,2022,4,25,23,8952,16,46,521400,23,55,1024,576
2022-04-25 17:56:11,2022,4,25,17,5984,4,11,357800,14,60,1024,576
2022-04-24 23:18:04,2022,4,24,23,30300,90,283,1700000,121,47,1024,576
2022-04-22 20:58:11,2022,4,22,20,57200,352,108,2800000,85,43,1024,576
2022-04-22 18:04:52,2022,4,22,18,7056,11,30,259400,16,41,1024,576
2022-04-22 09:38:16,2022,4,22,9,23400,43,184,827500,65,39,1024,576
2022-04-20 17:45:48,2022,4,20,17,12100,31,51,709500,46,56,1024,576
2022-04-19 16:27:52,2022,4,19,16,81400,86,425,3400000,270,48,1024,576
2022-04-19 12:23:56,2022,4,19,12,331,11,7,13300,7,91,1024,576
2022-04-18 16:33:41,2022,4,18,16,27900,128,90,952100,45,34,1024,576
2022-04-18 14:51:00,2022,4,18,14,437600,4006,2394,13500000,599,58,1024,576
2022-04-18 13:25:26,2022,4,18,13,21600,30,44,1000000,38,46,1024,576
2022-04-17 22:08:03,2022,4,17,22,89000,209,432,3300000,183,48,1024,576
2022-04-16 19:16:42,2022,4,16,19,23600,41,73,1200000,54,54,1024,576
2022-04-16 09:00:01,2022,4,16,9,415,3,8,12000,3,59,1024,576
2022-04-14 22:46:05,2022,4,14,22,271,12800,8,11000,17,77,1024,576
2022-04-13 18:12:21,2022,4,13,18,64800,350,642,1800000,169,20,1024,576
2022-04-12 16:58:36,2022,4,12,16,30100,51,60,1100000,67,60,1024,576
2022-04-09 09:00:01,2022,4,9,9,349,6,2,16400,17,15,1024,576
2022-04-08 14:30:49,2022,4,8,14,324800,1629,1387,12200000,1154,11,1024,576
2022-04-07 14:56:53,2022,4,7,14,3727,12,46,216000,21,43,1024,576
2022-04-05 10:23:25,2022,4,5,10,155300,1227,612,4600000,263,55,1024,576
2022-04-02 22:08:23,2022,4,2,22,75400,324,147,3000000,280,11,1024,576
2022-03-30 17:30:00,2022,3,30,17,599,13,4,24700,6,30,1024,576
2022-03-29 18:50:38,2022,3,29,18,693,7,6,27800,2,19,1024,576
2022-03-29 10:29:36,2022,3,29,10,10400,35,26,641300,30,44,1024,576
2022-03-28 21:40:10,2022,3,28,21,526,8,5,17400,6,124,854,480
2022-03-28 16:22:50,2022,3,28,16,503,18,4,17000,2,58,1024,576
2022-03-28 16:15:54,2022,3,28,16,23000,168,78,463400,36,37,1024,576
2022-03-28 16:05:19,2022,3,28,16,422,2,5,14800,2,60,1024,576
2022-03-28 14:00:05,2022,3,28,14,4364,15,9,292100,13,19,1024,576
2022-03-28 13:56:02,2022,3,28,13,487,4,4,15200,3,48,1024,576
2022-03-28 13:49:29,2022,3,28,13,445,4,3,15500,5,30,1024,576
2022-03-28 13:41:47,2022,3,28,13,323700,1219,1807,9500000,830,60,1024,576
2022-03-28 13:34:18,2022,3,28,13,9719,34,26,774600,49,59,1024,576
2022-03-28 13:24:23,2022,3,28,13,6349,25,31,575600,15,50,1024,576
2022-03-28 12:19:30,2022,3,28,12,10100,21,43,372200,12,58,1024,576
2022-03-28 00:55:49,2022,3,28,0,4886,10,9,299200,11,57,1024,576
2022-03-28 00:51:36,2022,3,28,0,16200,70,27,535300,24,56,1024,576
2022-03-28 00:32:13,2022,3,28,0,267,1,3,9147,3,57,1024,576
2022-03-28 00:23:42,2022,3,28,0,7120,27,21,222300,22,60,1024,576
2022-03-28 00:12:34,2022,3,28,0,270,1,3,9080,0,34,1024,576
2022-03-27 23:50:16,2022,3,27,23,77000,17100,293,9400000,451,60,1024,576
2022-03-27 23:21:45,2022,3,27,23,1508,2474,8,47100,23,30,1024,576
2022-03-27 15:58:50,2022,3,27,15,303,10,6,11700,2,17,576,1024
2022-03-27 14:25:12,2022,3,27,14,847,4,8,83300,5,34,1024,576
2022-03-27 14:18:53,2022,3,27,14,9038,28,32,798000,27,55,1024,576
2022-03-27 11:34:04,2022,3,27,11,22500,210,369,2000000,150,40,1024,576
2022-03-27 02:09:10,2022,3,27,2,695,10,5,94500,0,59,1024,576
2022-03-27 02:03:17,2022,3,27,2,637,4,4,66600,5,39,1024,576
2022-03-27 01:57:36,2022,3,27,1,9962,27,74,514300,18,34,1024,576
2022-03-27 01:54:10,2022,3,27,1,2488,8,8,230600,5,26,1024,576
2022-03-26 17:16:26,2022,3,26,17,24300,67,70,1300000,53,59,1024,576
2022-03-26 17:06:35,2022,3,26,17,1290,6,1,78700,4,56,1024,576
2022-03-26 16:07:58,2022,3,26,16,258,3,1,9514,1,19,1024,576
2022-03-26 15:51:20,2022,3,26,15,63900,111,108,2200000,152,25,1024,576
2022-03-26 11:33:02,2022,3,26,11,1765,23,10,210700,7,32,576,1024
2022-03-26 01:03:52,2022,3,26,1,1836,8,9,145000,4,60,1024,576
2022-03-26 00:45:11,2022,3,26,0,15600,23,40,989100,33,54,1024,576
2022-03-26 00:37:15,2022,3,26,0,1876,7,12,270500,8,54,1024,576
2022-03-26 00:32:48,2022,3,26,0,19600,167,43,1200000,121,40,1024,576
2022-03-26 00:28:42,2022,3,26,0,844,6,5,78300,3,14,1024,576
2022-03-25 21:38:59,2022,3,25,21,73500,120,123,2900000,115,49,1024,576
2022-03-25 19:27:34,2022,3,25,19,2916,17,5,236600,11,15,864,576
2022-03-25 16:07:19,2022,3,25,16,201,70,3,8313,3,69,1024,576
2022-03-25 13:37:50,2022,3,25,13,1454,11,2,141400,12,23,1044,576
2022-03-25 12:44:26,2022,3,25,12,165800,304,474,6000000,167,59,1024,576
2022-03-25 10:21:03,2022,3,25,10,35100,221,77,2300000,97,14,1024,576
2022-03-25 10:15:14,2022,3,25,10,3282,55,7,653400,6,30,1024,576
2022-03-25 10:11:55,2022,3,25,10,176,42,2,8042,0,10,1024,576
2022-03-25 09:58:20,2022,3,25,9,167,45,3,15700,2,25,1024,576
2022-03-25 09:49:37,2022,3,25,9,836,77,7,110700,2,52,1024,576
2022-03-25 09:49:12,2022,3,25,9,40300,48,50,2200000,98,22,1024,576
2022-03-25 09:48:45,2022,3,25,9,5906,22,24,464100,16,57,1024,576
2022-03-24 16:38:56,2022,3,24,16,86300,804,189,10200000,249,13,864,576
2022-03-24 16:06:13,2022,3,24,16,54600,100,158,2000000,117,55,1024,576
2022-03-24 15:53:24,2022,3,24,15,123500,1768,676,5700000,297,59,1024,576
2022-03-24 15:46:16,2022,3,24,15,734,9,4,84700,1,9,864,576
2022-03-24 14:58:21,2022,3,24,14,58400,255,132,8600000,128,11,864,576
